,Product,Query
1254,Pantosec-D Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
1258,Pantosec-D Tablet,Acid Reflux treatment and cause?
1275,Nupenta Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
1289,Dompan Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
1293,Dompan Tablet,Acid Reflux treatment and cause?
1312,Pantop 20 Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
1324,Pantafol DSR 30mg/40mg Capsule PR,"acid reflux, gastric, sugar stimulate acid reflux."
1328,Pantafol DSR 30mg/40mg Capsule PR,Acid Reflux treatment and cause?
1346,Pantocid 80 Dual-Release Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
1367,Pantocid 80 Dual-Release Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
1387,Pansec Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
1391,Pansec Tablet,Acid Reflux treatment and cause?
1402,Pantocid D Capsule,"acid reflux, gastric, sugar stimulate acid reflux."
2051,Rantac 150 Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2065,Rantac 300 Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2080,Rantac Syrup Mint,"acid reflux, gastric, sugar stimulate acid reflux."
2095,Rantac-Dom Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2118,Rantac RD 30mg/20mg Capsule,"acid reflux, gastric, sugar stimulate acid reflux."
2130,Rantac Injection 2ml,"acid reflux, gastric, sugar stimulate acid reflux."
2145,Rantac OD 300 Tablet CR,"acid reflux, gastric, sugar stimulate acid reflux."
2160,Rantac Infant Syrup Mint,"acid reflux, gastric, sugar stimulate acid reflux."
2194,Rantac R Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2206,Rantac Injection 2ml,"acid reflux, gastric, sugar stimulate acid reflux."
2235,Rantac PP 20mg Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2249,Maxx Rantac 150mg Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2253,Maxx Rantac 150mg Tablet,Acid Reflux treatment and cause?
2292,Pantocid Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2314,Pantop 40 Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2333,Pantosec Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2337,Pantosec Tablet,Acid Reflux treatment and cause?
2355,Pantodac 40 Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2375,Pantakind Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2379,Pantakind Tablet,Acid Reflux treatment and cause?
2396,Topp 40 Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2400,Topp 40 Tablet,Acid Reflux treatment and cause?
2420,PAN 20 Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2433,Ganaton Total Capsule SR,"acid reflux, gastric, sugar stimulate acid reflux."
2446,Pantocid IT Capsule SR,"acid reflux, gastric, sugar stimulate acid reflux."
2457,Pan-D Capsule PR,"acid reflux, gastric, sugar stimulate acid reflux."
2474,Pantocid DSR Capsule,"acid reflux, gastric, sugar stimulate acid reflux."
2493,Pantop Injection,"acid reflux, gastric, sugar stimulate acid reflux."
2512,PAN IV Injection,"acid reflux, gastric, sugar stimulate acid reflux."
2520,Pantop-D SR Capsule,"acid reflux, gastric, sugar stimulate acid reflux."
2545,Pantocid 20 Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2555,Pantop-D Capsule,"acid reflux, gastric, sugar stimulate acid reflux."
2572,Pantosec D SR Capsule,"acid reflux, gastric, sugar stimulate acid reflux."
2576,Pantosec D SR Capsule,Acid Reflux treatment and cause?
2582,Pantocid L  Capsule SR,"acid reflux, gastric, sugar stimulate acid reflux."
2584,Pantocid L  Capsule SR,Acid Reflux treatment and cause?
2587,Pantocid L  Capsule SR,suffering from acid reflux and
2595,Pantakind-DSR Capsule,"acid reflux, gastric, sugar stimulate acid reflux."
2612,Pantodac DSR Capsule,"acid reflux, gastric, sugar stimulate acid reflux."
2625,Cintodac  Capsule,"acid reflux, gastric, sugar stimulate acid reflux."
2629,Cintodac  Capsule,Acid Reflux treatment and cause?
2649,PAN 80mg Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2660,Pantosec-D Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2664,Pantosec-D Tablet,Acid Reflux treatment and cause?
2681,Nupenta Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2695,Dompan Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2699,Dompan Tablet,Acid Reflux treatment and cause?
2718,Pantop 20 Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2730,Pantafol DSR 30mg/40mg Capsule PR,"acid reflux, gastric, sugar stimulate acid reflux."
2734,Pantafol DSR 30mg/40mg Capsule PR,Acid Reflux treatment and cause?
2752,Pantocid 80 Dual-Release Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2773,Pantocid 80 Dual-Release Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2793,Pansec Tablet,"acid reflux, gastric, sugar stimulate acid reflux."
2797,Pansec Tablet,Acid Reflux treatment and cause?
2808,Pantocid D Capsule,"acid reflux, gastric, sugar stimulate acid reflux."
