,Product,Query
1067,Pantocid DSR Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1086,Pantop Injection,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1104,PAN IV Injection,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1138,Pantocid 20 Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1156,Pantop-D Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1165,Pantosec D SR Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1179,Pantocid L  Capsule SR,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1192,Pantakind-DSR Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1205,Pantodac DSR Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1218,Cintodac  Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1241,PAN 80mg Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1253,Pantosec-D Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1274,Nupenta Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1288,Dompan Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1311,Pantop 20 Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1323,Pantafol DSR 30mg/40mg Capsule PR,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1345,Pantocid 80 Dual-Release Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1366,Pantocid 80 Dual-Release Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1386,Pansec Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
1401,Pantocid D Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2050,Rantac 150 Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2064,Rantac 300 Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2079,Rantac Syrup Mint,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2093,Rantac-Dom Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2117,Rantac RD 30mg/20mg Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2129,Rantac Injection 2ml,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2144,Rantac OD 300 Tablet CR,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2159,Rantac Infant Syrup Mint,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2193,Rantac R Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2205,Rantac Injection 2ml,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2234,Rantac PP 20mg Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2248,Maxx Rantac 150mg Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2273,PAN 40 Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2291,Pantocid Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2313,Pantop 40 Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2332,Pantosec Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2354,Pantodac 40 Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2374,Pantakind Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2395,Topp 40 Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2418,PAN 20 Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2431,Ganaton Total Capsule SR,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2445,Pantocid IT Capsule SR,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2473,Pantocid DSR Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2492,Pantop Injection,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2510,PAN IV Injection,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2544,Pantocid 20 Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2562,Pantop-D Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2571,Pantosec D SR Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2585,Pantocid L  Capsule SR,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2598,Pantakind-DSR Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2611,Pantodac DSR Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2624,Cintodac  Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2647,PAN 80mg Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2659,Pantosec-D Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2680,Nupenta Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2694,Dompan Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2717,Pantop 20 Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2729,Pantafol DSR 30mg/40mg Capsule PR,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2751,Pantocid 80 Dual-Release Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2772,Pantocid 80 Dual-Release Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2792,Pansec Tablet,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
2807,Pantocid D Capsule,"My cough is not getting cured since 4-6 months. Tried some doctors, their medicines work for some time and the dry cough starts again. Though it happens occasionally, but i still cough"
