,Product,Query
2217,Rantac Mps Oral Suspension Elaichi Sugar Free,"I am using Tazzle 10 mg for erectile dysfunction. It is working well, but gives stomach upset. Any remedy?"
2268,PAN 40 Tablet,Due to acid reflux i have dry and itching sensation. Sometime pain. Kindly suggest medicine In throat Due to acid reflux i have dry and itching sensation. Sometime pain. Kindly suggest medicine Will it be cancer Two months back I did endoscopy and they confirmed normal But still the discomfort exists
2274,PAN 40 Tablet,Sir when i sawllow without eating drinking i feel something there in my throat round shape i dont have proper digestion getting pain always pls sugest me some medicine
2417,PAN 20 Tablet,Due to acid reflux i have dry and itching sensation. Sometime pain. Kindly suggest medicine In throat Due to acid reflux i have dry and itching sensation. Sometime pain. Kindly suggest medicine Will it be cancer Two months back I did endoscopy and they confirmed normal But still the discomfort exists
2419,PAN 20 Tablet,Sir when i sawllow without eating drinking i feel something there in my throat round shape i dont have proper digestion getting pain always pls sugest me some medicine
2458,Pan-D Capsule PR,Sir when i sawllow without eating drinking i feel something there in my throat round shape i dont have proper digestion getting pain always pls sugest me some medicine
2509,PAN IV Injection,Due to acid reflux i have dry and itching sensation. Sometime pain. Kindly suggest medicine In throat Due to acid reflux i have dry and itching sensation. Sometime pain. Kindly suggest medicine Will it be cancer Two months back I did endoscopy and they confirmed normal But still the discomfort exists
2511,PAN IV Injection,Sir when i sawllow without eating drinking i feel something there in my throat round shape i dont have proper digestion getting pain always pls sugest me some medicine
2600,Pantakind-DSR Capsule,Sir I am taking pantakind DSR for GERD since long time. There is latest medicine for the same
2646,PAN 80mg Tablet,Due to acid reflux i have dry and itching sensation. Sometime pain. Kindly suggest medicine In throat Due to acid reflux i have dry and itching sensation. Sometime pain. Kindly suggest medicine Will it be cancer Two months back I did endoscopy and they confirmed normal But still the discomfort exists
2648,PAN 80mg Tablet,Sir when i sawllow without eating drinking i feel something there in my throat round shape i dont have proper digestion getting pain always pls sugest me some medicine
