,Product,Query
1609,Paracip 650 Tablet,What if I vomit after taking Paracip 650 Tablet?
1611,Paracip 650 Tablet,How often can I take the Paracip 650 Tablet?
1612,Paracip 650 Tablet,Does Paracip 650 Tablet make babies sleepy?
1614,Paracip 650 Tablet,Is Paracip 650 Tablet an antibiotic?
1615,Paracip 650 Tablet,Can I take Paracip 650 Tablet and ibuprofen together?
1617,Paracip 650 Tablet,What are the serious side effects of taking an excess of the Paracip 650 Tablet?
1644,Sumo L 650 Tablet,What if I vomit after taking Sumo L 650 Tablet?
1646,Sumo L 650 Tablet,How often can I take the Sumo L 650 Tablet?
1647,Sumo L 650 Tablet,Does Sumo L 650 Tablet make babies sleepy?
1649,Sumo L 650 Tablet,Is Sumo L 650 Tablet an antibiotic?
1650,Sumo L 650 Tablet,Can I take Sumo L 650 Tablet and ibuprofen together?
1652,Sumo L 650 Tablet,What are the serious side effects of taking an excess of the Sumo L 650 Tablet?
1679,Pacimol 650 Tablet,What if I vomit after taking Pacimol 650 Tablet?
1681,Pacimol 650 Tablet,How often can I take the Pacimol 650 Tablet?
1682,Pacimol 650 Tablet,Does Pacimol 650 Tablet make babies sleepy?
1684,Pacimol 650 Tablet,Is Pacimol 650 Tablet an antibiotic?
1685,Pacimol 650 Tablet,Can I take Pacimol 650 Tablet and ibuprofen together?
1687,Pacimol 650 Tablet,What are the serious side effects of taking an excess of the Pacimol 650 Tablet?
1696,Pyrigesic 650 Tablet,What if I vomit after taking Pyrigesic 650 Tablet?
1698,Pyrigesic 650 Tablet,How often can I take the Pyrigesic 650 Tablet?
1699,Pyrigesic 650 Tablet,Does Pyrigesic 650 Tablet make babies sleepy?
1701,Pyrigesic 650 Tablet,Is Pyrigesic 650 Tablet an antibiotic?
1702,Pyrigesic 650 Tablet,Can I take Pyrigesic 650 Tablet and ibuprofen together?
1704,Pyrigesic 650 Tablet,What are the serious side effects of taking an excess of the Pyrigesic 650 Tablet?
