,Product,Query
841,Maxx Rantac 150mg Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
866,PAN 40 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
884,Pantocid Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
906,Pantop 40 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
925,Pantosec Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
947,Pantodac 40 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
967,Pantakind Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
988,Topp 40 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1010,PAN 20 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1024,Ganaton Total Capsule SR,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1038,Pantocid IT Capsule SR,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1057,Pan-D Capsule PR,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1066,Pantocid DSR Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1085,Pantop Injection,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1102,PAN IV Injection,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1121,Pantop-D SR Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1137,Pantocid 20 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1155,Pantop-D Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1164,Pantosec D SR Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1191,Pantakind-DSR Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1204,Pantodac DSR Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1217,Cintodac  Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1239,PAN 80mg Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1252,Pantosec-D Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1273,Nupenta Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1287,Dompan Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1310,Pantop 20 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1322,Pantafol DSR 30mg/40mg Capsule PR,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1344,Pantocid 80 Dual-Release Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1365,Pantocid 80 Dual-Release Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1385,Pansec Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
1400,Pantocid D Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2048,Rantac 150 Tablet,"Having thorat infection last 20 days, consultant done with local Dr, but still having sore throat RANTAC giving temporary solution"
2049,Rantac 150 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2062,Rantac 300 Tablet,"Having thorat infection last 20 days, consultant done with local Dr, but still having sore throat RANTAC giving temporary solution"
2063,Rantac 300 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2077,Rantac Syrup Mint,"Having thorat infection last 20 days, consultant done with local Dr, but still having sore throat RANTAC giving temporary solution"
2078,Rantac Syrup Mint,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2091,Rantac-Dom Tablet,"Having thorat infection last 20 days, consultant done with local Dr, but still having sore throat RANTAC giving temporary solution"
2092,Rantac-Dom Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2115,Rantac RD 30mg/20mg Capsule,"Having thorat infection last 20 days, consultant done with local Dr, but still having sore throat RANTAC giving temporary solution"
2116,Rantac RD 30mg/20mg Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2127,Rantac Injection 2ml,"Having thorat infection last 20 days, consultant done with local Dr, but still having sore throat RANTAC giving temporary solution"
2128,Rantac Injection 2ml,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2142,Rantac OD 300 Tablet CR,"Having thorat infection last 20 days, consultant done with local Dr, but still having sore throat RANTAC giving temporary solution"
2143,Rantac OD 300 Tablet CR,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2157,Rantac Infant Syrup Mint,"Having thorat infection last 20 days, consultant done with local Dr, but still having sore throat RANTAC giving temporary solution"
2158,Rantac Infant Syrup Mint,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2191,Rantac R Tablet,"Having thorat infection last 20 days, consultant done with local Dr, but still having sore throat RANTAC giving temporary solution"
2192,Rantac R Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2203,Rantac Injection 2ml,"Having thorat infection last 20 days, consultant done with local Dr, but still having sore throat RANTAC giving temporary solution"
2204,Rantac Injection 2ml,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2232,Rantac PP 20mg Tablet,"Having thorat infection last 20 days, consultant done with local Dr, but still having sore throat RANTAC giving temporary solution"
2233,Rantac PP 20mg Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2247,Maxx Rantac 150mg Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2272,PAN 40 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2290,Pantocid Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2312,Pantop 40 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2331,Pantosec Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2353,Pantodac 40 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2373,Pantakind Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2394,Topp 40 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2416,PAN 20 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2430,Ganaton Total Capsule SR,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2444,Pantocid IT Capsule SR,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2463,Pan-D Capsule PR,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2472,Pantocid DSR Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2491,Pantop Injection,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2508,PAN IV Injection,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2527,Pantop-D SR Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2543,Pantocid 20 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2561,Pantop-D Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2570,Pantosec D SR Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2597,Pantakind-DSR Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2610,Pantodac DSR Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2623,Cintodac  Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2645,PAN 80mg Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2658,Pantosec-D Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2679,Nupenta Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2693,Dompan Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2716,Pantop 20 Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2728,Pantafol DSR 30mg/40mg Capsule PR,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2750,Pantocid 80 Dual-Release Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2771,Pantocid 80 Dual-Release Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2791,Pansec Tablet,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
2806,Pantocid D Capsule,Having problem of acid reflux disease with throat infection and pain in right side of abdomen
