,Product,Query
1320,Pantafol DSR 30mg/40mg Capsule PR,What are the instructions for storage and disposal of Pantafol DSR 30mg/40mg Capsule PR?
1392,Pantocid D Capsule,What is Pantocid D Capsule?
1393,Pantocid D Capsule,Is it safe to use Pantocid D Capsule?
1396,Pantocid D Capsule,Can the use of Pantocid D Capsule cause diarrhea?
1397,Pantocid D Capsule,What are the instructions for storage and disposal of Pantocid D Capsule?
2021,Brufen Softra 400mg Capsule,Is it safe to use Brufen Softra 400mg Capsule?
2106,Rantac RD 30mg/20mg Capsule,What is Rantac RD 30mg/20mg Capsule?
2107,Rantac RD 30mg/20mg Capsule,What are the contraindications of Rantac RD 30mg/20mg Capsule?
2109,Rantac RD 30mg/20mg Capsule,Can the use of Rantac RD 30mg/20mg Capsule cause diarrhea?
2110,Rantac RD 30mg/20mg Capsule,What is the recommended storage condition for Rantac RD 30mg/20mg Capsule?
2111,Rantac RD 30mg/20mg Capsule,Is it safe to use Rantac RD 30mg/20mg Capsule?
2113,Rantac RD 30mg/20mg Capsule,Can the use of Rantac RD 30mg/20mg Capsule cause abnormal heartbeat?
2422,Ganaton Total Capsule SR,What are the instructions for storage and disposal of Ganaton Total Capsule SR?
2424,Ganaton Total Capsule SR,What are the serious side effects I can have if I overdose on Ganaton Total Capsule SR?
2426,Ganaton Total Capsule SR,Can I take Ganaton Total Capsule SR if I am pregnant?
2427,Ganaton Total Capsule SR,Can I  drink alcohol with Ganaton Total Capsule SR?
2436,Pantocid IT Capsule SR,What are the instructions for storage and disposal of Pantocid IT Capsule SR?
2438,Pantocid IT Capsule SR,What are the serious side effects I can have if I overdose on Pantocid IT Capsule SR?
2440,Pantocid IT Capsule SR,Can I take Pantocid IT Capsule SR if I am pregnant?
2441,Pantocid IT Capsule SR,Can I  drink alcohol with Pantocid IT Capsule SR?
2450,Pan-D Capsule PR,What is Pan-D Capsule PR?
2451,Pan-D Capsule PR,Is it safe to use Pan-D Capsule PR?
2454,Pan-D Capsule PR,Can the use of Pan-D Capsule PR cause diarrhea?
2455,Pan-D Capsule PR,What are the instructions for storage and disposal of Pan-D Capsule PR?
2464,Pantocid DSR Capsule,What is Pantocid DSR Capsule?
2465,Pantocid DSR Capsule,Is it safe to use Pantocid DSR Capsule?
2468,Pantocid DSR Capsule,Can the use of Pantocid DSR Capsule cause diarrhea?
2469,Pantocid DSR Capsule,What are the instructions for storage and disposal of Pantocid DSR Capsule?
2514,Pantop-D SR Capsule,What is Pantop-D SR Capsule?
2515,Pantop-D SR Capsule,Is it safe to use Pantop-D SR Capsule?
2518,Pantop-D SR Capsule,Can the use of Pantop-D SR Capsule cause diarrhea?
2519,Pantop-D SR Capsule,What are the instructions for storage and disposal of Pantop-D SR Capsule?
2549,Pantop-D Capsule,What is Pantop-D Capsule?
2550,Pantop-D Capsule,Is it safe to use Pantop-D Capsule?
2553,Pantop-D Capsule,Can the use of Pantop-D Capsule cause diarrhea?
2554,Pantop-D Capsule,What are the instructions for storage and disposal of Pantop-D Capsule?
2563,Pantosec D SR Capsule,What is Pantosec D SR Capsule?
2564,Pantosec D SR Capsule,Is it safe to use Pantosec D SR Capsule?
2567,Pantosec D SR Capsule,Can the use of Pantosec D SR Capsule cause diarrhea?
2568,Pantosec D SR Capsule,What are the instructions for storage and disposal of Pantosec D SR Capsule?
2579,Pantocid L  Capsule SR,Can the use of Pantocid L  Capsule SR cause dizziness?
2580,Pantocid L  Capsule SR,Does the use of Pantocid L  Capsule SR lead to increased risk of fractures?
2589,Pantakind-DSR Capsule,What is Pantakind-DSR Capsule?
2590,Pantakind-DSR Capsule,Is it safe to use Pantakind-DSR Capsule?
2593,Pantakind-DSR Capsule,Can the use of Pantakind-DSR Capsule cause diarrhea?
2594,Pantakind-DSR Capsule,What are the instructions for storage and disposal of Pantakind-DSR Capsule?
2603,Pantodac DSR Capsule,What is Pantodac DSR Capsule?
2604,Pantodac DSR Capsule,Is it safe to use Pantodac DSR Capsule?
2607,Pantodac DSR Capsule,Can the use of Pantodac DSR Capsule cause diarrhea?
2608,Pantodac DSR Capsule,What are the instructions for storage and disposal of Pantodac DSR Capsule?
2619,Cintodac  Capsule,Can I take Cintodac  Capsule if I am pregnant?
2621,Cintodac  Capsule,What are the instructions for the storage and disposal of Cintodac  Capsule?
2721,Pantafol DSR 30mg/40mg Capsule PR,What is Pantafol DSR 30mg/40mg Capsule PR?
2722,Pantafol DSR 30mg/40mg Capsule PR,Is it safe to use Pantafol DSR 30mg/40mg Capsule PR?
2725,Pantafol DSR 30mg/40mg Capsule PR,Can the use of Pantafol DSR 30mg/40mg Capsule PR cause diarrhea?
2726,Pantafol DSR 30mg/40mg Capsule PR,What are the instructions for storage and disposal of Pantafol DSR 30mg/40mg Capsule PR?
2798,Pantocid D Capsule,What is Pantocid D Capsule?
2799,Pantocid D Capsule,Is it safe to use Pantocid D Capsule?
2802,Pantocid D Capsule,Can the use of Pantocid D Capsule cause diarrhea?
2803,Pantocid D Capsule,What are the instructions for storage and disposal of Pantocid D Capsule?
