,Product,Query
384,Zerodol-P Tablet,Is Zerodol-P Tablet helpful in relieving stomach pain?
387,Zerodol-P Tablet,What are the instructions for storage and disposal of Zerodol-P Tablet?
388,Zerodol-P Tablet,Can we have zerodol p tablet regularly?
389,Zerodol-P Tablet,Infection near nail of little finger
396,Fevastin Injection,How is Fevastin Injection administered?
397,Fevastin Injection,What if I vomit after taking Fevastin Injection?
398,Fevastin Injection,What are the serious side effects of taking an excess of the Fevastin Injection?
400,Fevastin Injection,Is Fevastin Injection an antibiotic?
402,Fevastin Injection,Can I take Fevastin Injection and ibuprofen together?
410,Fevastin Injection,One of my teeth is sensitive. It some times pains
412,Sinarest New Tablet,What is Sinarest New Tablet?
417,Sinarest New Tablet,What is the recommended storage condition for the Sinarest New Tablet?
438,Dolo Drops,Temp 104 taken nice & dolo tab
447,Combiflam Tablet,Is Combiflam Tablet helpful in relieving stomach pain?
455,Combiflam Tablet,Left side ear pain started from 3 hours
456,Combiflam Tablet,Dose of combiflam tablet for wrist sprain
468,Cheston Cold Tablet,Suffering from cold cough. I hv used Ascoril LS+ nd Cheston Despite of this nt getting well So plz advice me another medicine
474,Flexon Tablet,Is Flexon Tablet helpful in relieving stomach pain?
477,Flexon Tablet,is Flexon suspension can be given to 1month old baby. is Flexon drop is available . is it safe for baby
478,Flexon Tablet,Sir.i had sex with my gf a month before that time she bite under my penis skin.and that skin got little blackened.nw when i move my penis from right hand side to left hand side i am hvng pain in penis plz suggest
479,Flexon Tablet,Hole body is paining And sleeping not in timing
480,Flexon Tablet,Severe pain in right(full) arm
481,Flexon Tablet,Sir my left festival was light swelling and some pain iam suffering with this problem from 2 years
482,Flexon Tablet,Pain at right side neck shoulders and right hand till the tip of fingers
483,Enzoflam Tablet,What are the storage condition for Enzoflam Tablet?
484,Enzoflam Tablet,What is Enzoflam Tablet?
490,Enzoflam Tablet,Can I take Enzoflam Tablet with Vitamin B-complex?
491,Enzoflam Tablet,Can I take Enzoflam Tablet for stomach pain?
493,Enzoflam Tablet,I have pain in my backbone. I have checked with many doctor told me that your back is bend
494,Enzoflam Tablet,Pain in Chest approx from 12 hours kindly sugges checkups and ECG is normal
495,Enzoflam Tablet,I fell down. Heavy pain in lower back. Report attached. Took Tab Enzoflam thrice a day for 5 days. Kindly guide further treatment
496,Enzoflam Tablet,I have a chipped molar. The gum is infected now. I have been prescribed Augmentin 625 and Pan-D along with Enzoflam. But it isn't seem to completely heal the gum.
497,Enzoflam Tablet,Pain In testis and goes to abdomen and feel like burn in toilet.Pain travels in left and right testis Problem is from last 10 days and I am having oflaxacin 200 and enzoflam twice a day
498,Enzoflam Tablet,One of my teeth is sensitive. It some times pains
516,Pyrigesic Tablet,Sore and swollen throat. No phelgam. Temperature between 99.5 to 102.
518,P 500 Tablet,What if I vomit after taking P 500 Tablet?
520,P 500 Tablet,How often can I take the P 500 Tablet?
523,P 500 Tablet,Is P 500 Tablet an antibiotic?
524,P 500 Tablet,Can I take P 500 Tablet and ibuprofen together?
526,P 500 Tablet,What are the serious side effects of taking an excess of the P 500 Tablet?
528,P 500 Tablet,Infection near nail of little finger
530,P 500 Tablet,"Throat infection, mild difficulty in swallowing food- looks like laryngal inflammation. Slight heaviness in the head. Thick phlegm"
536,Brufen 400 Tablet,What should I tell my doctor before starting treatment with Brufen 400 Tablet?
537,Brufen 400 Tablet,What if I forget to take a dose of Brufen 400 Tablet?
541,Brufen 400 Tablet,Is Brufen 400 Tablet helpful in relieving stomach pain?
545,Brufen 400 Tablet,shoulder pain due to gym workouts
550,Brufen 400 Tablet,Pain in right hand soldier from back to elbow which was fractured . Brufen & vovaran is not suited her
551,Brufen 400 Tablet,My calf muscle is paining because of up stairing in the 1300 steps in one stretch
552,Brufen 400 Tablet,"I have swelling on my index finger. 10 days before it was stuck in door but it was ok that time, but after 8 days it started to swell. . If i touch finger then its paining I am taking brufen 400 mg twice daily"
554,Brufen 200 Tablet,What should I tell my doctor before starting treatment with Brufen 200 Tablet?
555,Brufen 200 Tablet,What if I forget to take a dose of Brufen 200 Tablet?
559,Brufen 200 Tablet,Is Brufen 200 Tablet helpful in relieving stomach pain?
564,Brufen 200 Tablet,shoulder pain due to gym workouts
568,Brufen 200 Tablet,Pain in right hand soldier from back to elbow which was fractured . Brufen & vovaran is not suited her
569,Brufen 200 Tablet,My calf muscle is paining because of up stairing in the 1300 steps in one stretch
572,Brufen 600 Tablet,What should I tell my doctor before starting treatment with Brufen 600 Tablet?
573,Brufen 600 Tablet,What if I forget to take a dose of Brufen 600 Tablet?
577,Brufen 600 Tablet,Is Brufen 600 Tablet helpful in relieving stomach pain?
581,Brufen 600 Tablet,shoulder pain due to gym workouts
586,Brufen 600 Tablet,Pain in right hand soldier from back to elbow which was fractured . Brufen & vovaran is not suited her
587,Brufen 600 Tablet,My calf muscle is paining because of up stairing in the 1300 steps in one stretch
590,Brufen Junior 100mg/5ml Suspension,What should I tell my doctor before starting treatment with Brufen Junior 100mg/5ml Suspension?
591,Brufen Junior 100mg/5ml Suspension,What if I forget to take a dose of Brufen Junior 100mg/5ml Suspension?
592,Brufen Junior 100mg/5ml Suspension,Can I stop taking Brufen Junior 100mg/5ml Suspension when my pain is relieved?
595,Brufen Junior 100mg/5ml Suspension,Is Brufen Junior 100mg/5ml Suspension helpful in relieving stomach pain?
602,Brufen Junior 100mg/5ml Suspension,shoulder pain due to gym workouts
604,Brufen Junior 100mg/5ml Suspension,Pain in right hand soldier from back to elbow which was fractured . Brufen & vovaran is not suited her
605,Brufen Junior 100mg/5ml Suspension,My calf muscle is paining because of up stairing in the 1300 steps in one stretch
607,Brufen MR Soft Gelatin Capsule,shoulder pain due to gym workouts
610,Brufen MR Soft Gelatin Capsule,My calf muscle is paining because of up stairing in the 1300 steps in one stretch
611,Brufen MR Soft Gelatin Capsule,Pain in right hand soldier from back to elbow which was fractured . Brufen & vovaran is not suited her
612,Brufen MR Soft Gelatin Capsule,Neck pain when I move my neck a bit. I think it's due to exercise and gyming .
613,Brufen MR Soft Gelatin Capsule,sir/madam i have pain in my testical(in left side) it slept at 4am. when I woke up it was paining since 2 days it may be due to cold and there is no swelling. may be little bit.
616,Brufen Softra 400mg Capsule,What should I tell my doctor before starting treatment with Brufen Softra 400mg Capsule?
617,Brufen Softra 400mg Capsule,What if I forget to take a dose of Brufen Softra 400mg Capsule?
621,Brufen Softra 400mg Capsule,Is Brufen Softra 400mg Capsule helpful in relieving stomach pain?
627,Brufen Softra 400mg Capsule,shoulder pain due to gym workouts
630,Brufen Softra 400mg Capsule,Pain in right hand soldier from back to elbow which was fractured . Brufen & vovaran is not suited her
631,Brufen Softra 400mg Capsule,My calf muscle is paining because of up stairing in the 1300 steps in one stretch
634,Rantac 150 Tablet,Can I take Rantac 150 Tablet empty stomach?
635,Rantac 150 Tablet,Is Rantac 150 Tablet effective?
636,Rantac 150 Tablet,What are the dos and don’ts while taking Rantac 150 Tablet?
639,Rantac 150 Tablet,What is the difference between Rantac 150 Tablet and omeprazole?
640,Rantac 150 Tablet,Having severe acidity in stomach
649,Rantac 300 Tablet,Can I take Rantac 300 Tablet empty stomach?
650,Rantac 300 Tablet,Is Rantac 300 Tablet effective?
651,Rantac 300 Tablet,What are the dos and don’ts while taking Rantac 300 Tablet?
654,Rantac 300 Tablet,What is the difference between Rantac 300 Tablet and omeprazole?
664,Rantac Syrup Mint,Can I take Rantac Syrup Mint empty stomach?
665,Rantac Syrup Mint,Is Rantac Syrup Mint effective?
666,Rantac Syrup Mint,What are the dos and don’ts while taking Rantac Syrup Mint?
669,Rantac Syrup Mint,What is the difference between Rantac Syrup Mint and omeprazole?
678,Rantac-Dom Tablet,What are the instructions for storage and disposal of Rantac-Dom Tablet?
680,Rantac-Dom Tablet,What are the serious side effects of an overdose of Rantac-Dom Tablet?
682,Rantac-Dom Tablet,Can I take Rantac-Dom Tablet if I am pregnant?
688,Rantac-Dom Tablet,"Pain in neck for last 6 months, difficulties in movements"
692,Rantac Mps Oral Suspension Elaichi Sugar Free,Having severe acidity in stomach
693,Rantac Mps Oral Suspension Elaichi Sugar Free,"5th month completed, acidity problem in evening"
695,Rantac Mps Oral Suspension Elaichi Sugar Free,"My wife is in first trimester (10weeks). She is severely suffering from indigestion/heaviness in stomach, particularly after 5pm. Whenever she is taking syrup for indigestion after few minutes she is vomiting. And also she is feeling pressure/pain at heart. Kindly need suggestion to overcome the above problem/feeling please. This is happening from last 4 days"
696,Rantac Mps Oral Suspension Elaichi Sugar Free,"I'm having acidity and head. Can I take Rantac ? Have to feed my baby, who is 5 month old. Will it any side effect on my baby."
698,Rantac Mps Oral Suspension Elaichi Sugar Free,Rantac /loratidin safe in pregnancy?
717,Rantac Injection 2ml,Is Rantac Injection 2ml effective?
718,Rantac Injection 2ml,What are the dos and don’ts while taking Rantac Injection 2ml?
729,Rantac OD 300 Tablet CR,Can I take Rantac OD 300 Tablet CR empty stomach?
730,Rantac OD 300 Tablet CR,Is Rantac OD 300 Tablet CR effective?
731,Rantac OD 300 Tablet CR,What are the dos and don’ts while taking Rantac OD 300 Tablet CR?
734,Rantac OD 300 Tablet CR,What is the difference between Rantac OD 300 Tablet CR and omeprazole?
744,Rantac Infant Syrup Mint,Can I take Rantac Infant Syrup Mint empty stomach?
745,Rantac Infant Syrup Mint,Is Rantac Infant Syrup Mint effective?
746,Rantac Infant Syrup Mint,What are the dos and don’ts while taking Rantac Infant Syrup Mint?
749,Rantac Infant Syrup Mint,What is the difference between Rantac Infant Syrup Mint and omeprazole?
758,Rantac Mps LA Oral Suspension,Will a higher than the recommended dose of Rantac Mps LA Oral Suspension be more effective?
759,Rantac Mps LA Oral Suspension,What if I miss a dose?
762,Rantac Mps LA Oral Suspension,What are the instructions for the storage and disposal of Rantac Mps LA Oral Suspension?
763,Rantac Mps LA Oral Suspension,Having severe acidity in stomach
764,Rantac Mps LA Oral Suspension,"5th month completed, acidity problem in evening"
766,Rantac Mps LA Oral Suspension,I am a pergent of 2 months i am suffering burning sensation in stomach and i am feeling tried plz give rhe suggestions
767,Rantac Mps LA Oral Suspension,After 3 months pregnancy how far gastric problems Gastric problem se kaise chutkara paye in 3 months pregnency
769,Rantac Mps LA Oral Suspension,"My wife is in first trimester (10weeks). She is severely suffering from indigestion/heaviness in stomach, particularly after 5pm. Whenever she is taking syrup for indigestion after few minutes she is vomiting. And also she is feeling pressure/pain at heart. Kindly need suggestion to overcome the above problem/feeling please. This is happening from last 4 days"
770,Rantac Mps LA Oral Suspension,Acid occurred while sleeping time Taking Rantac 150 get relief. But while stoping medicine problem arised. What is the permanent solution for this acidity problem
771,Rantac R Tablet,What is Rantac R Tablet used for?
776,Rantac R Tablet,How is Rantac R Tablet useful in the treatment of H. pylori infection?
777,Rantac R Tablet,Can I take Rantac R Tablet with vitamin D?
782,Rantac R Tablet,What other lifestyle changes should I make to get maximum benefit of Rantac R Tablet?
783,Rantac R Tablet,Can I take antacids along with Rantac R Tablet?
793,Rantac Injection 2ml,Is Rantac Injection 2ml effective?
794,Rantac Injection 2ml,What are the dos and don’ts while taking Rantac Injection 2ml?
804,Rantac Mps Oral Suspension Elaichi Sugar Free,Having severe acidity in stomach
805,Rantac Mps Oral Suspension Elaichi Sugar Free,"5th month completed, acidity problem in evening"
807,Rantac Mps Oral Suspension Elaichi Sugar Free,"My wife is in first trimester (10weeks). She is severely suffering from indigestion/heaviness in stomach, particularly after 5pm. Whenever she is taking syrup for indigestion after few minutes she is vomiting. And also she is feeling pressure/pain at heart. Kindly need suggestion to overcome the above problem/feeling please. This is happening from last 4 days"
808,Rantac Mps Oral Suspension Elaichi Sugar Free,"I'm having acidity and head. Can I take Rantac ? Have to feed my baby, who is 5 month old. Will it any side effect on my baby."
810,Rantac Mps Oral Suspension Elaichi Sugar Free,Rantac /loratidin safe in pregnancy?
812,Rantac PP 20mg Tablet,What is Rantac PP 20mg Tablet used for?
816,Rantac PP 20mg Tablet,Does Rantac PP 20mg Tablet cause bone problems?
817,Rantac PP 20mg Tablet,How is Rantac PP 20mg Tablet useful in the treatment of H. pylori infection?
818,Rantac PP 20mg Tablet,Can I take Rantac PP 20mg Tablet with vitamin D?
823,Rantac PP 20mg Tablet,What other lifestyle changes should I make to get maximum benefit of Rantac PP 20mg Tablet?
824,Rantac PP 20mg Tablet,Can I take antacids along with Rantac PP 20mg Tablet?
834,Maxx Rantac 150mg Tablet,Can I take Maxx Rantac 150mg Tablet empty stomach?
835,Maxx Rantac 150mg Tablet,Is Maxx Rantac 150mg Tablet effective?
836,Maxx Rantac 150mg Tablet,What are the dos and don’ts while taking Maxx Rantac 150mg Tablet?
839,Maxx Rantac 150mg Tablet,What is the difference between Maxx Rantac 150mg Tablet and omeprazole?
864,PAN 40 Tablet,I have typhoid please tell me the best solution to this disease I have typhoid since from last 7 days
865,PAN 40 Tablet,I had a throat pain last week . I had taken Augmentin Duo 625 twice daily with Pan 40 and Montek LC once at night for four days. But now I sense a throat pain starting once again after 2 days. What would you prescribe ?
869,Pantocid Tablet,What is Pantocid Tablet used for?
871,Pantocid Tablet,Is a single dose of Pantocid Tablet sufficient?
879,Pantocid Tablet,Can I take antacids along with Pantocid Tablet?
904,Pantop 40 Tablet,Acid reflux stomach to throat in 10 years use omeez20mg
910,Pantop 40 Tablet,"I got my tests done, cbc, lipid, liver function, thyroid, ekg, tmt. Everything is normal except Uric acid level, uric acid is 8. I do not have any other symptoms, I have acidic reflux from quite some time and I am not taking any medicine. What could I do next?"
911,Pantosec Tablet,What is Pantosec Tablet used for?
913,Pantosec Tablet,Is a single dose of Pantosec Tablet sufficient?
921,Pantosec Tablet,Can I take antacids along with Pantosec Tablet?
953,Pantakind Tablet,What is Pantakind Tablet used for?
955,Pantakind Tablet,Is a single dose of Pantakind Tablet sufficient?
963,Pantakind Tablet,Can I take antacids along with Pantakind Tablet?
995,PAN 20 Tablet,What is PAN 20 Tablet used for?
997,PAN 20 Tablet,Is a single dose of PAN 20 Tablet sufficient?
1005,PAN 20 Tablet,Can I take antacids along with PAN 20 Tablet?
1015,PAN 20 Tablet,"I have pharyngitis and is it bad for me to sing? And i always cough when i sleep, what causses my cough?"
1022,Ganaton Total Capsule SR,"I have acidity problem for around 5 years.Tried other pathy medicines but of little use.I used to get acid reflux in the night around 2am to 3am.sleep is disturbed due to hot sensation in throat ,with feeling of acidic liquid going towards nostrils ,and vomiting sensation with vomiting .After i was prescribed Ranitidin 150 around 7 to 8 months ago one tablet before bedtime now everything is under control.but now i cannot avoid the tablet.without the tablet symptioms reappear ,cannot sleep properly,either vomit or go on drinking water to subside symptoms thereby forgoing sleep .There is not much of a problem mansging the daytime.Can i continue to take above medicine for how long.?"
1026,Ganaton Total Capsule SR,"I am suffering from acidity, gas, indigestion. Taking ganaton total, aristozyme, darolac, librax."
1053,Pan-D Capsule PR,"I have pharyngitis and is it bad for me to sing? And i always cough when i sleep, what causses my cough?"
1054,Pan-D Capsule PR,Ulcer and gas trouble. flatulence
1056,Pan-D Capsule PR,After eating more acid comes In thrott eaching in throat
1071,Pantocid DSR Capsule,hey my name name is PATIENT  m 23 yr old i am facing last 3 moths acidity problem gas problem.l am ussing this tablet N5EXPRO 40MG TABLET EQUIREX.but still facing acidity and gas problem. Please sugges any medicin better then this medicin kindly rply i am wating four last 24 hours
1072,Pantop Injection,What is Pantop Injection used for?
1073,Pantop Injection,Can I take antacids along with Pantop Injection?
1080,Pantop Injection,Is a single dose of Pantop Injection sufficient?
1083,Pantop Injection,Acid reflux stomach to throat in 10 years use omeez20mg
1089,Pantop Injection,"I got my tests done, cbc, lipid, liver function, thyroid, ekg, tmt. Everything is normal except Uric acid level, uric acid is 8. I do not have any other symptoms, I have acidic reflux from quite some time and I am not taking any medicine. What could I do next?"
1090,PAN IV Injection,What is PAN IV Injection used for?
1091,PAN IV Injection,Can I take antacids along with PAN IV Injection?
1098,PAN IV Injection,Is a single dose of PAN IV Injection sufficient?
1107,PAN IV Injection,"I have pharyngitis and is it bad for me to sing? And i always cough when i sleep, what causses my cough?"
1115,Pantop-D SR Capsule,"I get reflux only when I belch or hiccup, so now having Light pain while eating food in Oesophagus. Food dnt get digested fast. Pls help me."
1116,Pantop-D SR Capsule,Acid reflux stomach to throat in 10 years use omeez20mg
1117,Pantop-D SR Capsule,I suffer from acid reflux and light paining at my heart and burning sensation near to cheast and my head also paining after when i get up from bed . Vomiting happens only at morning after acid vomiting no vomit will happen
1118,Pantop-D SR Capsule,She is having pain in upper abdomen and has done the vomiting 2-3 times What will you prescribe
1122,Pantocid 20 Tablet,What is Pantocid 20 Tablet used for?
1124,Pantocid 20 Tablet,Is a single dose of Pantocid 20 Tablet sufficient?
1132,Pantocid 20 Tablet,Can I take antacids along with Pantocid 20 Tablet?
1142,Pantocid 20 Tablet,i am suffering from serious acid reflux and constipation problem and i used to take pantocid 20 in morning but now it is not giving me much relief. during the day whatever i eat gets converted into bloated stomach due to which i also feel slight pain near liver. kindly assisst me with any medicine
1150,Pantop-D Capsule,"I get reflux only when I belch or hiccup, so now having Light pain while eating food in Oesophagus. Food dnt get digested fast. Pls help me."
1151,Pantop-D Capsule,Acid reflux stomach to throat in 10 years use omeez20mg
1152,Pantop-D Capsule,I suffer from acid reflux and light paining at my heart and burning sensation near to cheast and my head also paining after when i get up from bed . Vomiting happens only at morning after acid vomiting no vomit will happen
1180,Pantocid L  Capsule SR,"Couse and symptoms of acid reflux, is their any chance of inflammation in neck region due to acid reflux"
1182,Pantocid L  Capsule SR,How to cure Acid reflux problem
1212,Cintodac  Capsule,What is gastroesophageal reflux disease (GERD)?
1224,PAN 80mg Tablet,What is PAN 80mg Tablet used for?
1226,PAN 80mg Tablet,Is a single dose of PAN 80mg Tablet sufficient?
1234,PAN 80mg Tablet,Can I take antacids along with PAN 80mg Tablet?
1244,PAN 80mg Tablet,"I have pharyngitis and is it bad for me to sing? And i always cough when i sleep, what causses my cough?"
1245,Pantosec-D Tablet,What is Pantosec-D Tablet?
1250,Pantosec-D Tablet,What are the instructions for storage and disposal of Pantosec-D Tablet?
1259,Nupenta Tablet,What is Nupenta Tablet used for?
1261,Nupenta Tablet,Is a single dose of Nupenta Tablet sufficient?
1269,Nupenta Tablet,Can I take antacids along with Nupenta Tablet?
1278,Nupenta Tablet,is nupenta LS dose daily good for health
1280,Dompan Tablet,What is Dompan Tablet?
1285,Dompan Tablet,What are the instructions for storage and disposal of Dompan Tablet?
1294,Pantop 20 Tablet,What is Pantop 20 Tablet used for?
1296,Pantop 20 Tablet,Is a single dose of Pantop 20 Tablet sufficient?
1304,Pantop 20 Tablet,Can I take antacids along with Pantop 20 Tablet?
1308,Pantop 20 Tablet,Acid reflux stomach to throat in 10 years use omeez20mg
1314,Pantop 20 Tablet,"I got my tests done, cbc, lipid, liver function, thyroid, ekg, tmt. Everything is normal except Uric acid level, uric acid is 8. I do not have any other symptoms, I have acidic reflux from quite some time and I am not taking any medicine. What could I do next?"
1371,Pansec Tablet,What is Pansec Tablet used for?
1373,Pansec Tablet,Is a single dose of Pansec Tablet sufficient?
1381,Pansec Tablet,Can I take antacids along with Pansec Tablet?
1422,Dolo 650 Tablet,"Having throat infection , feeling faverish but no temparature q"
1423,Crocin Advance Tablet,What if I vomit after taking Crocin Advance Tablet?
1425,Crocin Advance Tablet,How often can I take the Crocin Advance Tablet?
1428,Crocin Advance Tablet,Is Crocin Advance Tablet an antibiotic?
1429,Crocin Advance Tablet,Can I take Crocin Advance Tablet and ibuprofen together?
1431,Crocin Advance Tablet,What are the serious side effects of taking an excess of the Crocin Advance Tablet?
1436,Crocin Advance Tablet,I am suffering fevar so I want bee whiche type medicine was preffeard ???? I have very unhappy so plz give my question. ans I have waiting ok which type molequal are prefferd?
1439,Calpol 650mg Tablet,What if I vomit after taking Calpol 650mg Tablet?
1441,Calpol 650mg Tablet,How often can I take the Calpol 650mg Tablet?
1444,Calpol 650mg Tablet,Is Calpol 650mg Tablet an antibiotic?
1445,Calpol 650mg Tablet,Can I take Calpol 650mg Tablet and ibuprofen together?
1447,Calpol 650mg Tablet,What are the serious side effects of taking an excess of the Calpol 650mg Tablet?
1455,Calpol 650mg Tablet,Sir tell me what treatment i take for chickinguniya
1456,Calpol 500mg Tablet,What if I vomit after taking Calpol 500mg Tablet?
1458,Calpol 500mg Tablet,How often can I take the Calpol 500mg Tablet?
1461,Calpol 500mg Tablet,Is Calpol 500mg Tablet an antibiotic?
1462,Calpol 500mg Tablet,Can I take Calpol 500mg Tablet and ibuprofen together?
1464,Calpol 500mg Tablet,What are the serious side effects of taking an excess of the Calpol 500mg Tablet?
1469,Calpol 500mg Tablet,Sir tell me what treatment i take for chickinguniya
1483,Calpol 250mg Paediatric Oral Suspension Strawberry,My son 2and 1/2 months old got vaccination today penta 2.after 6-7 hours at the point of injection his muscles got hard and feels pain and crying. Can i give him calpol paediatric oral suspension.
1487,Calpol 250mg Paediatric Oral Suspension Strawberry,Calpol 250mg how much ml give her one a time.
1489,Calpol 250mg Paediatric Oral Suspension Strawberry,Sir tell me what treatment i take for chickinguniya
1490,Dolo 500 Tablet,What if I vomit after taking Dolo 500 Tablet?
1492,Dolo 500 Tablet,How often can I take the Dolo 500 Tablet?
1495,Dolo 500 Tablet,Is Dolo 500 Tablet an antibiotic?
1496,Dolo 500 Tablet,Can I take Dolo 500 Tablet and ibuprofen together?
1498,Dolo 500 Tablet,What are the serious side effects of taking an excess of the Dolo 500 Tablet?
1507,Lanol ER Tablet,What if I vomit after taking Lanol ER Tablet?
1509,Lanol ER Tablet,How often can I take the Lanol ER Tablet?
1512,Lanol ER Tablet,Is Lanol ER Tablet an antibiotic?
