,Product,Query
1326,Pantafol DSR 30mg/40mg Capsule PR,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
1348,Pantocid 80 Dual-Release Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
1369,Pantocid 80 Dual-Release Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
1389,Pansec Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
1404,Pantocid D Capsule,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2067,Rantac 300 Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2082,Rantac Syrup Mint,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2097,Rantac-Dom Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2120,Rantac RD 30mg/20mg Capsule,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2132,Rantac Injection 2ml,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2147,Rantac OD 300 Tablet CR,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2162,Rantac Infant Syrup Mint,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2196,Rantac R Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2208,Rantac Injection 2ml,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2237,Rantac PP 20mg Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2251,Maxx Rantac 150mg Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2294,Pantocid Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2335,Pantosec Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2357,Pantodac 40 Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2377,Pantakind Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2398,Topp 40 Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2435,Ganaton Total Capsule SR,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2448,Pantocid IT Capsule SR,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2476,Pantocid DSR Capsule,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2547,Pantocid 20 Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2574,Pantosec D SR Capsule,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2601,Pantakind-DSR Capsule,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2614,Pantodac DSR Capsule,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2627,Cintodac  Capsule,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2662,Pantosec-D Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2683,Nupenta Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2697,Dompan Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2732,Pantafol DSR 30mg/40mg Capsule PR,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2754,Pantocid 80 Dual-Release Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2775,Pantocid 80 Dual-Release Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2795,Pansec Tablet,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
2810,Pantocid D Capsule,Moderate Throat Pain in left side Moderate Ear pain. Acid reflux too often
